,GISJOIN,cluster_id,distance,is_parent,frac_distance,sample_percent
179,G0600030,15,54.9621212121217,0.0,0.32707750609041264,0.11541550121808253
180,G0600050,24,40.49479166666629,0.0,0.37735849056603776,0.12547169811320757
181,G0600070,22,3.26086956521749,0.0,0.012422360248447204,0.052484472049689444
182,G0600090,29,42.63311688311683,0.0,0.8756894928023675,0.2251378985604735
183,G0600110,41,25.220000000000255,0.0,0.41974479516454355,0.1339489590329087
184,G0600130,39,367.1666666666679,0.0,0.8267281105990839,0.21534562211981678
185,G0600150,29,15.366883116883173,0.0,0.3107762679940812,0.11215525359881624
186,G0600170,0,97.94202898550725,0.0,0.7556824671616219,0.20113649343232437
187,G0600190,53,130.5,0.0,0.9136690647482014,0.2327338129496403
188,G0600210,51,27.8326180257518,0.0,0.576359084406325,0.16527181688126502
189,G0600230,24,4.494791666666288,0.0,0.03773584905660377,0.057547169811320756
190,G0600250,17,67.64999999999964,0.0,0.2265765765765733,0.09531531531531466
191,G0600270,29,35.36688311688317,0.0,0.7251446253195227,0.19502892506390457
192,G0600290,31,239.75,0.0,0.4691501746216531,0.1438300349243306
193,G0600310,26,93.06060606060646,0.0,0.37349397590361444,0.1246987951807229
194,G0600330,41,27.220000000000255,0.0,0.45332437877770704,0.14066487575554143
195,G0600350,24,23.494791666666288,0.0,0.2169811320754717,0.09339622641509435
196,G0600370,3,0.0,1.0,0.0,0.05
197,G0600390,22,57.73913043478251,0.0,0.35079665136375787,0.12015933027275158
198,G0600410,0,124.05797101449275,0.0,0.9615077098800685,0.24230154197601372
199,G0600430,15,0.9621212121217013,0.0,0.00550392493007888,0.05110078498601578
200,G0600450,24,5.494791666666288,0.0,0.04716981132075472,0.059433962264150944
201,G0600470,17,56.649999999999636,0.0,0.17702702702702375,0.08540540540540476
202,G0600490,15,20.0378787878783,0.0,0.11910132635567917,0.07382026527113583
203,G0600510,29,24.633116883116827,0.0,0.5027579712094701,0.15055159424189402
204,G0600530,23,371.2666666666664,0.0,0.861933249370276,0.2223866498740552
205,G0600550,54,39.84615384615381,0.0,0.28888888888888886,0.10777777777777778
206,G0600570,55,8.6206896551721,0.0,0.10953253895507965,0.07190650779101593
207,G0600590,11,0.0,1.0,0.0,0.05
208,G0600610,35,211.67567567567494,0.0,0.8267716535433071,0.21535433070866145
209,G0600630,48,47.77093596059058,0.0,0.8879381727849825,0.22758763455699654
210,G0600650,7,525.5,1.0,0.0,0.05
211,G0600670,9,181.33333333333212,0.0,0.47254725472546943,0.14450945094509388
212,G0600690,16,103.50714285714275,0.0,0.9623989218328821,0.2424797843665764
213,G0600710,7,525.5,0.0,0.0,0.05
214,G0600730,18,365.5,1.0,0.0,0.05
215,G0600750,6,301.6428571428569,0.0,0.9375,0.2375
216,G0600770,12,91.125,0.0,0.23554153522607782,0.09710830704521557
217,G0600790,14,155.62857142857138,0.0,0.8512160228898421,0.22024320457796842
218,G0600810,6,201.35714285714312,0.0,0.6241071428571445,0.1748214285714289
219,G0600830,44,105.45454545454413,0.0,0.2742382271468144,0.10484764542936288
220,G0600850,13,600.6666666666642,0.0,1.0,0.25
221,G0600870,22,85.26086956521749,0.0,0.5217391304347826,0.15434782608695652
222,G0600890,14,97.37142857142862,0.0,0.5271022095056432,0.15542044190112864
223,G0600910,15,56.9621212121217,0.0,0.3389876387259806,0.11779752774519613
224,G0600930,5,38.74371859296525,0.0,0.7937610115037864,0.2087522023007573
225,G0600950,27,30.076923076922867,0.0,0.10242424242424225,0.07048484848484846
226,G0600970,34,73.92857142857156,0.0,0.2839721254355411,0.10679442508710824
227,G0600990,12,236.125,0.0,0.8454258675078864,0.2190851735015773
228,G0601010,0,21.05797101449275,0.0,0.1497430039977156,0.07994860079954312
229,G0601030,16,65.49285714285725,0.0,0.6037735849056604,0.1707547169811321
230,G0601050,15,4.962121212121701,0.0,0.029324190201214715,0.05586483804024295
231,G0601070,9,141.66666666666788,0.0,0.3654365436543696,0.12308730873087392
232,G0601090,55,53.6206896551721,0.0,0.7076076993583844,0.19152153987167692
233,G0601110,23,429.7333333333336,0.0,1.0,0.25
234,G0601130,33,99.33333333333303,0.0,0.6343612334801737,0.17687224669603474
235,G0601150,16,75.49285714285725,0.0,0.6981132075471698,0.18962264150943398
236,G0800010,23,250.73333333333358,0.0,0.5772984886649879,0.16545969773299757
237,G0800030,29,20.366883116883173,0.0,0.4143683573254416,0.13287367146508833
238,G0800050,6,52.35714285714312,0.0,0.1584821428571445,0.08169642857142889
239,G0800070,48,23.229064039409423,0.0,0.4295703376575671,0.13591406753151342
240,G0800090,15,37.9621212121217,0.0,0.22584137868808535,0.09516827573761708
241,G0800110,48,30.229064039409423,0.0,0.5603091360750875,0.1620618272150175
242,G0800130,26,58.06060606060646,0.0,0.23293172690763053,0.0965863453815261
243,G0800140,24,65.49479166666629,0.0,0.6132075471698113,0.17264150943396228
244,G0800150,51,13.167381974248201,0.0,0.2708333333333333,0.10416666666666667
245,G0800170,15,36.9621212121217,0.0,0.2198863123703014,0.09397726247406028
246,G0800190,15,9.962121212121701,0.0,0.05909952179013451,0.06181990435802691
247,G0800210,15,19.0378787878783,0.0,0.11314626003789521,0.07262925200757905
248,G0800230,15,39.9621212121217,0.0,0.23775151132365327,0.09755030226473066
249,G0800250,5,10.256281407034749,0.0,0.20623898849621358,0.09124779769924272
250,G0800270,15,29.9621212121217,0.0,0.1782008481458137,0.08564016962916274
251,G0800290,51,45.1673819742482,0.0,0.9375,0.2375
252,G0800310,9,44.66666666666788,0.0,0.10351035103510939,0.07070207020702188
253,G0800330,15,52.9621212121217,0.0,0.31516737345484475,0.11303347469096896
