GISJOIN,Time
G3900930,6.445662160171196
G0800870,11.20615096599795
G5600290,30.81570755201392
G4100370,62.94742774008773
G0600070,11.174080309923738
G1600150,14.792307045077905
G0801090,11.712930910056457
G4600930,17.237563486909494
G0800010,7.675041910028085
G3000710,28.13687754003331
G3700410,4.649559357902035
G1900750,5.942844836972654
G3800310,8.238483536057174
G4500070,7.796698746969923
G3900050,5.4226753890980035
G5100710,5.531170255038887
G2200350,5.541280695004389
G0600690,11.788958543911576
G4601170,9.78751327097416
G3100210,5.7528594301547855
G4900450,53.63182968390174
G5500290,6.1623019578401
G1200670,4.958323914092034
G4802090,5.711038144072518
G4800710,4.881447826046497
G3500060,23.964834455167875
G0100890,7.167667836882174
G1700210,6.3515762919560075
G1301850,4.99897877802141
G5400870,5.333666239865124
G2500230,7.100997605128214
G2601390,5.999497307930142
G3700110,4.672586901113391
G0501190,6.182835025014356
G0101270,10.259925880935043
G0600790,24.528557423967868
G2600730,5.530303874984384
G1600430,13.191829049028456
G1701470,5.380570151144639
G0101130,5.970994267845526
G0600270,53.423477705102414
G4001130,12.620831622043625
G3800470,8.647791100898758
G2600330,11.379160097101703
G0500150,6.322263163980097
G4200890,6.790394510142505
G1700370,5.56612588907592
G1700470,5.6347571110818535
G0500930,6.169338144129142
G5600070,29.82576067885384
G2200470,6.267136364011094
G2601510,8.36943406285718
G1600490,39.72873502783477
G3200070,132.67341131391004
G2700110,4.698508876841515
G3101150,5.619441068964079
G0800370,6.989998259115964
G5400750,6.388903860002756
G4200150,9.07875428092666
G5600050,19.542237414978445
G1600210,9.662430840078741
G0600990,12.445969193940982
G1200970,9.499481201870367
G0600890,21.242743220878765
G1201230,7.560269901994616
G3101110,11.154846414923668
G3200170,62.33014603401534
G5500710,7.105081185000017
G0400030,37.091839225031435
G4200310,6.316400273004547
G3600090,12.017884126864374
G1201270,8.287513605086133
G4200350,9.611011624103412
G1901870,7.781154826981947
G4700350,5.757242765976116
G0400230,7.794862759066746
G2000710,5.598412877880037
G2600070,6.383625162998214
G4802290,18.70260278810747
G3500390,25.285825558938086
G0600190,28.978003673022613
G0600710,109.41339613497257
G3900350,5.713605446973816
G5000210,6.842664787080139
G0800750,10.35389989707619
G5300210,8.3138759189751
G5600350,19.14157648407854
G1600350,18.85516917705536
G0600450,32.14117987710051
G5500050,8.648116844939068
G4600090,6.191961664007977
G1800870,5.306268791900948
G0201980,27.271442921832204
G2001870,5.069119362859055
G4601210,7.394172974862158
G1302250,4.348540427861735
G2700410,5.645052945008501
G3500590,15.070547598181292
G3500530,21.611024908022955
G4804650,12.733139841118827
