GISJOIN,Time
G1901630010800,6.831232405966148
G3600650021000,5.763082165038213
G0600670002300,12.131448816042393
G5300770940003,5.672584729036316
G3200030007600,2.0305559451226145
G4100330361400,6.843490821076557
G3200030005108,8.632276267977431
G3400230006206,4.870261758100241
G2200190002700,7.827429654076695
G0800350014204,3.639081367990002
G1302950020301,6.68187187705189
G0101010002500,6.8053081289399415
G1500010021704,2.0511895990930498
G2905100101500,5.40945408702828
G4100310940000,3.8359482381492853
G4803230950201,6.6840627731289715
G2200570021902,9.238264548126608
G0600710010804,5.8222319858614355
G4000970040400,4.556217381032184
G1700990963400,6.485731102060527
G0100970005300,8.16044380911626
G3600550007700,5.688001262955368
G3900950004800,4.360239210072905
G3400210003705,4.575515932170674
G4900350103100,6.399719442008063
G1200570005800,5.815650639822707
G2600810001400,6.649162034038454
G1200730002701,7.8321171591524035
G0800410001600,5.165439030854031
G1200910021900,4.988092527957633
G3000630001800,7.165658673970029
G2800470001700,8.974339473061264
G1600090940000,6.163127592066303
G4802010253400,4.547449998091906
G3200230960401,9.011349285952747
G2001330951800,3.962935008108616
G0200200001802,6.293674458982423
G5400290021400,9.614706230117008
G3600850022800,5.912772055948153
G0400210001703,4.24039500602521
G3500610971400,4.4707718398422
G0600990001800,9.278715285938233
G2001770001601,6.5628161549102515
G5300630001200,7.7193204942159355
G0600410110100,7.76375251612626
G1301850011100,6.561637306120247
G0600670007101,4.352080001030117
G0600290001600,1.914497226011008
G1600050001400,9.794493041932583
G0101250012303,4.185743196867406
G4803750011700,6.471702578943223
G3700350010700,6.251276100054383
G2001730005200,8.041431684978306
G3900490000720,6.293429319979623
G0600190008200,5.323690950870514
G0600650049500,7.920315459836274
G0200900000400,3.529942305991426
G2905100126600,9.448057936038822
G3200310002204,4.593785942997783
G4804390123200,7.504154572961852
G0400130421304,5.24163676914759
G2101830920600,3.944886577082798
G2405100280500,8.54707938991487
G3600470007400,6.110255364095792
G0600270000400,6.638317415025085
G2900950015500,4.5206045638769865
G4500630020100,8.587477497989312
G1600570005300,6.541606779908761
G3500490010304,7.06224443600513
G5500090001200,6.004199706017971
G3901510700100,5.679548812098801
G1500070040400,6.275076274992898
G3600290007800,6.329093700973317
G2701370015800,4.883377979043871
G3800130953300,7.599784967023879
G2900950017000,4.413507135817781
G5300090000900,4.410538643831387
G1801410011301,5.4587154008913785
G2400250306500,5.1755209031980485
G3200150000300,4.0503430289682
G4500450000700,5.978239404037595
G1500010021202,7.151932664914057
G3400230009400,4.373007521033287
G2101110008700,4.895098829176277
G4900470968302,4.472402112092823
G5106500010200,5.300002918113023
G3500130001305,8.31541980500333
G3900250041000,6.294839027104899
G4100670032606,7.037273862864822
G2400310701212,5.675866876030341
G2701630070704,5.193594835000113
G4200030497000,10.801955893170089
G0600610021109,4.537700839107856
G0600110000300,5.602382258977741
G2905100126700,6.479575946927071
G0601110008306,5.1203510730993
G4802150020301,9.172452085884288
G0600370571701,3.8513375921174884
G0600070000104,8.35252557718195
G0600370900504,8.515146496938542
G4802010251300,5.913375539006665
G1701150002100,6.292125373147428
G0200200001100,4.281922115013003
G3101530010204,6.091032041003928
G4200950016800,7.1323416559025645
G0600730021206,4.719872843008488
G5300150000602,7.462433779146522
G4000710000400,5.698099631117657
G2700310480100,6.941899839090183
G4100630960300,7.053849624935538
G0900010210200,5.193902439903468
G2701710100801,7.676743766991422
G3000870000200,6.1977631349582225
G1200730002003,8.023273871978745
G1201270081800,9.229796272935346
G5300250011100,6.600135774118826
G3801050954100,5.4505290989764035
G4500370970400,4.553141866112128
G4804790000601,6.002054371871054
G4200910204002,8.552214335184544
G5500890610102,5.199459970928729
G3400410031200,4.460782810114324
G0600610021501,5.1425233711488545
G2100930001402,7.557850119192153
G0600070003400,9.324792966945097
G4900530270902,5.341416734037921
G0501430010302,3.804464894114062
G4701450030202,4.136926733888686
G0600070001800,5.9397530881688
G4800290171502,7.181304860860109
G5300530071304,6.3346791649237275
G2101950930200,7.771266016876325
G1100010003400,7.93253857200034
G0100730014409,8.579160985071212
G2200150010400,12.166376358130947
G1500030004100,11.805293386103585
G3600610027100,5.589542204979807
G0600290001802,12.390390278073028
G1200890050301,4.949220539070666
G0600370920332,7.022311613894999
G2500110041200,4.6777355070225894
G3500490001001,7.38401993480511
G5300270001200,10.455410317052156
G1500030005500,4.088243339210749
G1801630003400,4.423788806889206
G3901130001501,6.200973636005074
G0801030951200,5.417120028985664
G4200170100306,7.160010237945244
G0200900001600,3.8636058550328016
G4200030492700,4.965791187947616
G1301210001002,6.582518734037876
G2300050001500,6.258191549917683
G1200330003503,9.405258369864896
G3200030002941,5.863028266932815
G4802730020100,6.639996036887169
G3300150003801,5.221100270980969
G1201290010202,4.1697832848876715
G5600090956600,4.613949551945552
G4801410001502,13.576873414218426
G5300630014500,5.8050316700246185
G1200090064901,8.662046537036076
G4500430920700,15.6270411091391
G3500010000903,2.35515855695121
G4801410010409,8.330162016907707
G4200450406600,4.50056351092644
G0600450010500,5.274735583923757
G0400130115802,8.758692154893652
G3500130001707,14.829358866903931
G3600050011700,6.094520639861003
G4500450002303,6.217848167056218
G4200450410700,8.51229047193192
G2300190000200,5.423748805187643
G0600310001500,6.3127833949401975
G0400210941400,5.617289903108031
