GISJOIN,Time
G1200310016000,5.5117254899814725
G2700750370100,9.110720573924482
G3400130023200,5.089257951825857
G4801410003602,7.265393081819639
G5100590420800,5.450836025876924
G2800330071120,5.874652112834156
G2800810980000,5.365075591020286
G0600730019101,10.137550650862977
G5300610053700,6.534578774124384
G1901770950200,7.240019485121593
G3001110000402,5.352875056909397
G4601030011400,11.557946990942582
G2601610410800,4.411939729005098
G5300530060200,11.429675698978826
G1302450010508,8.016080745961517
G3300090961800,5.375178732909262
G1200110070602,4.242634230060503
G0400010944000,4.877127951942384
G0800010015000,17.652243508026004
G3200030003253,4.308680150192231
G4600990000500,8.05306961084716
G4200490000600,9.106132689164951
G4700370012100,9.289975464111194
G4201250783200,10.599121537990868
G4804530001765,6.712967775063589
G3000870940400,8.038495632819831
G0600270000800,7.8082824039738625
G3600610020901,4.423593268031254
G5300110040102,7.801189782097936
G0600790012502,18.514060864923522
G1200470960300,9.93470194702968
G4801490970700,6.730333876097575
G4800290141900,6.4146736660040915
G2500050640200,7.930206395918503
G1200950015901,10.829417352797464
G0600650031401,4.730133461998776
G4801350001700,7.802647650009021
G2200730980000,4.559321545995772
G5300610051000,7.153475988889113
G2900470021805,6.603581837844104
G4600330965100,8.655544670997187
G3000810000201,6.277197176124901
G1901030001200,5.449094136012718
G0900030502100,4.9797117749694735
G0100730010900,8.932886987924576
G0600110000200,15.433388532837853
G5400390001300,6.082920899847522
G0100730011206,6.403204244794324
G0600870120301,5.486869257874787
G3000530000200,13.780867933994159
G2700050450400,7.5774519860278815
G2601630524700,5.371100588934496
G1500010020802,7.928040367085487
G0600370206010,8.225542054045945
G5600210001402,5.528696525841951
G1200850001000,6.641746893990785
G1701570950700,3.831968165934086
G3500130001804,11.15815098490566
G1200570013604,9.272113260813057
G4100190080000,7.939656125148758
G0100730005500,11.326234865002334
G1000050050406,4.630922196898609
G2500030900100,6.786689751083031
G3700570061500,7.628011992899701
G0601110006600,5.119821599917486
G0600250010102,4.753474490949884
G4200030030500,8.612357447855175
G2500130800900,7.938461059005931
G0400270000700,6.774558475939557
G4100010950500,7.956746366107836
G4802010222200,8.143405245849863
G3000630001303,9.500540622975677
G1300890023423,9.703266470925882
G2500270731700,8.18981582694687
G0600850501000,4.657113843830302
G3701190001300,7.320451667997986
G4200030498000,11.230145148932934
G2900990700118,6.231513659004122
G3500010004729,3.537253021961078
G3900950004600,7.884477837942541
G0400130113300,12.570722085889429
G1200570012209,6.96550018619746
G3900810000800,4.0335351100657135
G3400070610300,3.902244527125731
G4200290306503,5.55782756395638
G4001150574100,6.062174333026633
G4803610021400,7.518078347900882
G3600290006902,3.728713319869712
G0600450010700,7.827893651090562
G0600650043813,6.784463685005903
G0600810610500,8.420022479025647
G0600790012304,6.374906590906903
G0600290005900,6.211150510935113
